Sample in Buffer,Sample in Window,TRIGGER,daq_stream[0]_1[31:0],daq_stream[1]_1[31:0],daq_stream_k[0]_1[3:0],daq_stream_k[1]_1[3:0],daq_data_type[0][1:0],daq_data_type[1][1:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
521,521,0,c00a0014,000000bc,0,1,0,3
522,522,0,380103fe,000000bc,0,1,0,3
523,523,0,05800800,000000bc,0,1,0,3
524,524,0,003c00f0,000000bc,0,1,0,3
525,525,0,90070008,000000bc,0,1,0,3
526,526,0,17000001,000000bc,0,1,0,3
527,527,0,00e00380,000000bc,0,1,0,3
528,528,0,c0000044,000000bc,0,1,0,3
529,529,0,30ffa002,000000bc,0,1,0,3
530,530,0,01c00900,000000bc,0,1,0,3
531,531,0,00180150,000000bc,0,1,0,3
532,532,0,e002c011,000000bc,0,1,0,3
533,533,0,00005000,000000bc,0,1,0,3
534,534,0,0073ff80,000000bc,0,1,0,3
535,535,0,000b3fdc,000000bc,0,1,0,3
536,536,0,5000a006,000000bc,0,1,0,3
537,537,0,018ffa00,000000bc,0,1,0,3
538,538,0,001800f0,000000bc,0,1,0,3
539,539,0,e000800d,000000bc,0,1,0,3
540,540,0,02002800,000000bc,0,1,0,3
541,541,0,0073fd80,000000bc,0,1,0,3
542,542,0,800a0074,000000bc,0,1,0,3
543,543,0,0000f006,000000bc,0,1,0,3
544,544,0,03000e00,000000bc,0,1,0,3
545,545,0,002c00c0,000000bc,0,1,0,3
546,546,0,9004c039,000000bc,0,1,0,3
547,547,0,0e3ffc00,000000bc,0,1,0,3
548,548,0,0043ff40,000000bc,0,1,0,3
549,549,0,4fff0038,000000bc,0,1,0,3
550,550,0,1c00d003,000000bc,0,1,0,3
551,551,0,018ffd00,000000bc,0,1,0,3
552,552,0,00100040,000000bc,0,1,0,3
553,553,0,60020000,000000bc,0,1,0,3
554,554,0,f20070ff,000000bc,0,1,0,3
555,555,0,ffd007cf,000000bc,0,1,0,3
556,556,0,4005005c,000000bc,0,1,0,3
557,557,0,74003005,000000bc,0,1,0,3
558,558,0,07400100,000000bc,0,1,0,3
559,559,0,0048fec0,000000bc,0,1,0,3
560,560,0,c0014ff2,000000bc,0,1,0,3
561,561,0,fa3ff800,000000bc,0,1,0,3
562,562,0,fff0030f,000000bc,0,1,0,3
563,563,0,40050068,000000bc,0,1,0,3
564,564,0,18ffe002,000000bc,0,1,0,3
565,565,0,ff400600,000000bc,0,1,0,3
566,566,0,3ffc00e3,000000bc,0,1,0,3
567,567,0,20044015,000000bc,0,1,0,3
568,568,0,1a3ff801,000000bc,0,1,0,3
569,569,0,01300400,000000bc,0,1,0,3
570,570,0,8c7015e0,000000bc,0,1,0,3
571,571,0,98057270,000000bc,0,1,0,3
572,572,0,9642503c,000000bc,0,1,0,3
573,573,0,33ec3b90,000000bc,0,1,0,3
574,574,0,123a4b4c,000000bc,0,1,0,3
575,575,0,7921fc58,000000bc,0,1,0,3
576,576,0,ea40798c,000000bc,0,1,0,3
577,577,0,02422710,000000bc,0,1,0,3
578,578,0,200563e6,000000bc,0,1,0,3
579,579,0,0fcdef38,000000bc,0,1,0,3
580,580,0,0800df42,000000bc,0,1,0,3
581,581,0,d0c508f7,000000bc,0,1,0,3
582,582,0,d803d0de,000000bc,0,1,0,3
583,583,0,0f937841,000000bc,0,1,0,3
584,584,0,ca4d1ff8,000000bc,0,1,0,3
585,585,0,00b1e1b6,000000bc,0,1,0,3
586,586,0,480c290d,000000bc,0,1,0,3
587,587,0,261c90f0,000000bc,0,1,0,3
588,588,0,21038702,000000bc,0,1,0,3
589,589,0,562d9032,000000bc,0,1,0,3
590,590,0,7831d986,000000bc,0,1,0,3
591,591,0,c2741f3c,000000bc,0,1,0,3
592,592,0,5007311e,000000bc,0,1,0,3
593,593,0,ec43501b,000000bc,0,1,0,3
594,594,0,0c8cc2d3,000000bc,0,1,0,3
595,595,0,0216086e,000000bc,0,1,0,3
596,596,0,422dccc9,000000bc,0,1,0,3
597,597,0,9da3f8c0,000000bc,0,1,0,3
598,598,0,080a20b8,000000bc,0,1,0,3
599,599,0,d88a2205,000000bc,0,1,0,3
600,600,0,79c4473b,000000bc,0,1,0,3
601,601,0,34284600,000000bc,0,1,0,3
602,602,0,9180c0bc,000000bc,0,1,0,3
603,603,0,1412480a,000000bc,0,1,0,3
604,604,0,5482af0f,000000bc,0,1,0,3
605,605,0,8a260a5c,000000bc,0,1,0,3
606,606,0,fcded0f7,000000bc,0,1,0,3
607,607,0,cc00b53b,000000bc,0,1,0,3
608,608,0,0b786832,000000bc,0,1,0,3
609,609,0,72210139,000000bc,0,1,0,3
610,610,0,d02308f1,000000bc,0,1,0,3
611,611,0,08325c46,000000bc,0,1,0,3
612,612,0,440e30e0,000000bc,0,1,0,3
613,613,0,ccd45012,000000bc,0,1,0,3
614,614,0,c18f962d,000000bc,0,1,0,3
615,615,0,1b90b121,000000bc,0,1,0,3
616,616,0,6027c657,000000bc,0,1,0,3
617,617,0,9508d022,000000bc,0,1,0,3
618,618,0,c971bc45,000000bc,0,1,0,3
619,619,0,40fb0b4c,000000bc,0,1,0,3
620,620,0,7c72a1ca,000000bc,0,1,0,3
621,621,0,fdcd402d,000000bc,0,1,0,3
622,622,0,2e082791,000000bc,0,1,0,3
623,623,0,d1c74820,000000bc,0,1,0,3
624,624,0,f4345437,000000bc,0,1,0,3
625,625,0,07f3d98c,000000bc,0,1,0,3
626,626,0,00000000,000000bc,0,1,0,3
627,627,0,099accdc,000000bc,1,1,0,3
628,628,0,000000bc,000000bc,1,1,2,3
629,629,0,000000bc,000000bc,1,1,3,3
630,630,0,000000bc,000000bc,1,1,3,3
631,631,0,0000003c,000000bc,1,1,1,3
632,632,0,03c00000,000000bc,0,1,0,3
633,633,0,4ff237c9,000000bc,0,1,0,3
634,634,0,0125e088,000000bc,0,1,0,3
635,635,0,03c00000,000000bc,0,1,0,3
636,636,0,32d7f000,000000bc,0,1,0,3
637,637,0,c008005c,000000bc,0,1,0,3
638,638,0,3400e004,000000bc,0,1,0,3
639,639,0,028ffe00,000000bc,0,1,0,3
640,640,0,00280030,000000bc,0,1,0,3
641,641,0,d0050005,000000bc,0,1,0,3
642,642,0,11003800,000000bc,0,1,0,3
643,643,0,00700280,000000bc,0,1,0,3
644,644,0,80100024,000000bc,0,1,0,3
645,645,0,4c00b000,000000bc,0,1,0,3
646,646,0,07001100,000000bc,0,1,0,3
647,647,0,004c01b0,000000bc,0,1,0,3
648,648,0,d0080016,000000bc,0,1,0,3
649,649,0,11002002,000000bc,0,1,0,3
650,650,0,01500500,000000bc,0,1,0,3
651,651,0,0007005c,000000bc,0,1,0,3
652,652,0,44001004,000000bc,0,1,0,3
653,653,0,03001000,000000bc,0,1,0,3
654,654,0,002800a0,000000bc,0,1,0,3
655,655,0,80040017,000000bc,0,1,0,3
656,656,0,06001c00,000000bc,0,1,0,3
657,657,0,00c000c0,000000bc,0,1,0,3
658,658,0,00103ff4,000000bc,0,1,0,3
659,659,0,6400e007,000000bc,0,1,0,3
660,660,0,004ff600,000000bc,0,1,0,3
661,661,0,00340120,000000bc,0,1,0,3
662,662,0,10018013,000000bc,0,1,0,3
663,663,0,0a003c01,000000bc,0,1,0,3
664,664,0,0013ff00,000000bc,0,1,0,3
665,665,0,0013004c,000000bc,0,1,0,3
666,666,0,1c014008,000000bc,0,1,0,3
667,667,0,04001900,000000bc,0,1,0,3
668,668,0,00400140,000000bc,0,1,0,3
669,669,0,0002c022,000000bc,0,1,0,3
670,670,0,16001401,000000bc,0,1,0,3
671,671,0,00900040,000000bc,0,1,0,3
672,672,0,0005001c,000000bc,0,1,0,3
673,673,0,2c013004,000000bc,0,1,0,3
674,674,0,02800300,000000bc,0,1,0,3
675,675,0,001800a0,000000bc,0,1,0,3
676,676,0,a0034006,000000bc,0,1,0,3
677,677,0,f70054ff,000000bc,0,1,0,3
678,678,0,00100a4f,000000bc,0,1,0,3
679,679,0,400a0074,000000bc,0,1,0,3
680,680,0,80007007,000000bc,0,1,0,3
681,681,0,08800700,000000bc,0,1,0,3
682,682,0,0030ff00,000000bc,0,1,0,3
683,683,0,30030ff9,000000bc,0,1,0,3
684,684,0,01001401,000000bc,0,1,0,3
685,685,0,00600480,000000bc,0,1,0,3
686,686,0,800d007c,000000bc,0,1,0,3
687,687,0,f8004003,000000bc,0,1,0,3
688,688,0,00c0103f,000000bc,0,1,0,3
689,689,0,00140190,000000bc,0,1,0,3
690,690,0,b005c020,000000bc,0,1,0,3
691,691,0,23001001,000000bc,0,1,0,3
692,692,0,01e00580,000000bc,0,1,0,3
693,693,0,8c7015e0,000000bc,0,1,0,3
694,694,0,98057270,000000bc,0,1,0,3
695,695,0,9642503c,000000bc,0,1,0,3
696,696,0,33ec3b90,000000bc,0,1,0,3
697,697,0,123a4b4c,000000bc,0,1,0,3
698,698,0,7921fc58,000000bc,0,1,0,3
699,699,0,ea40798c,000000bc,0,1,0,3
700,700,0,02422710,000000bc,0,1,0,3
701,701,0,200563e6,000000bc,0,1,0,3
702,702,0,0fcdef38,000000bc,0,1,0,3
703,703,0,0800df42,000000bc,0,1,0,3
704,704,0,d0c508f7,000000bc,0,1,0,3
705,705,0,d803d0de,000000bc,0,1,0,3
706,706,0,0f937841,000000bc,0,1,0,3
707,707,0,ca4d1ff8,000000bc,0,1,0,3
708,708,0,00b1e1b6,000000bc,0,1,0,3
709,709,0,480c290d,000000bc,0,1,0,3
710,710,0,261c90f0,000000bc,0,1,0,3
711,711,0,21038702,000000bc,0,1,0,3
712,712,0,562d9032,000000bc,0,1,0,3
713,713,0,7831d986,000000bc,0,1,0,3
714,714,0,c2741f3c,000000bc,0,1,0,3
715,715,0,5007311e,000000bc,0,1,0,3
716,716,0,ec43501b,000000bc,0,1,0,3
717,717,0,0c8cc2d3,000000bc,0,1,0,3
718,718,0,0216086e,000000bc,0,1,0,3
719,719,0,422dccc9,000000bc,0,1,0,3
720,720,0,9da3f8c0,000000bc,0,1,0,3
721,721,0,080a20b8,000000bc,0,1,0,3
722,722,0,d88a2205,000000bc,0,1,0,3
723,723,0,79c4473b,000000bc,0,1,0,3
724,724,0,34284600,000000bc,0,1,0,3
725,725,0,9180c0bc,000000bc,0,1,0,3
726,726,0,1412480a,000000bc,0,1,0,3
727,727,0,5482af0f,000000bc,0,1,0,3
728,728,0,8a260a5c,000000bc,0,1,0,3
729,729,0,fcded0f7,000000bc,0,1,0,3
730,730,0,cc00b53b,000000bc,0,1,0,3
731,731,0,0b786832,000000bc,0,1,0,3
732,732,0,72210139,000000bc,0,1,0,3
733,733,0,d02308f1,000000bc,0,1,0,3
734,734,0,08325c46,000000bc,0,1,0,3
735,735,0,440e30e0,000000bc,0,1,0,3
736,736,0,ccd45012,000000bc,0,1,0,3
737,737,0,c18f962d,000000bc,0,1,0,3
738,738,0,1b90b121,000000bc,0,1,0,3
739,739,0,6027c657,000000bc,0,1,0,3
740,740,0,9508d022,000000bc,0,1,0,3
741,741,0,c971bc45,000000bc,0,1,0,3
742,742,0,40fb0b4c,000000bc,0,1,0,3
743,743,0,7c72a1ca,000000bc,0,1,0,3
744,744,0,fdcd402d,000000bc,0,1,0,3
745,745,0,2e082791,000000bc,0,1,0,3
746,746,0,d1c74820,000000bc,0,1,0,3
747,747,0,f4345437,000000bc,0,1,0,3
748,748,0,07f3d98c,000000bc,0,1,0,3
749,749,0,00000000,000000bc,0,1,0,3
750,750,0,0351b5dc,000000bc,1,1,0,3
751,751,0,000000bc,000000bc,1,1,2,3
752,752,0,000000bc,000000bc,1,1,3,3
753,753,0,000000bc,000000bc,1,1,3,3
754,754,0,0000003c,000000bc,1,1,1,3
755,755,0,03c00000,000000bc,0,1,0,3
756,756,0,4ff237e9,000000bc,0,1,0,3
757,757,0,0125e088,000000bc,0,1,0,3
758,758,0,03c02000,000000bc,0,1,0,3
759,759,0,32f7f000,000000bc,0,1,0,3
760,760,0,c0020048,000000bc,0,1,0,3
761,761,0,18009002,000000bc,0,1,0,3
762,762,0,00cffa00,000000bc,0,1,0,3
763,763,0,0010ffc0,000000bc,0,1,0,3
764,764,0,90034004,000000bc,0,1,0,3
765,765,0,0b001800,000000bc,0,1,0,3
766,766,0,001000c0,000000bc,0,1,0,3
767,767,0,c009000c,000000bc,0,1,0,3
768,768,0,2c0093fe,000000bc,0,1,0,3
769,769,0,04c00700,000000bc,0,1,0,3
770,770,0,003000f0,000000bc,0,1,0,3
771,771,0,4006000a,000000bc,0,1,0,3
772,772,0,0c000001,000000bc,0,1,0,3
773,773,0,00c00380,000000bc,0,1,0,3
774,774,0,8ffd0040,000000bc,0,1,0,3
775,775,0,28ff8002,000000bc,0,1,0,3
776,776,0,01800900,000000bc,0,1,0,3
777,777,0,00140050,000000bc,0,1,0,3
778,778,0,4002c011,000000bc,0,1,0,3
779,779,0,ff000000,000000bc,0,1,0,3
780,780,0,0063ff4f,000000bc,0,1,0,3
781,781,0,40083fe0,000000bc,0,1,0,3
782,782,0,4400a005,000000bc,0,1,0,3
783,783,0,ffcff100,000000bc,0,1,0,3
784,784,0,001400c3,000000bc,0,1,0,3
785,785,0,c3ffc00d,000000bc,0,1,0,3
786,786,0,03002000,000000bc,0,1,0,3
787,787,0,ffd3fd00,000000bc,0,1,0,3
788,788,0,0009003c,000000bc,0,1,0,3
789,789,0,0000b006,000000bc,0,1,0,3
790,790,0,02400f00,000000bc,0,1,0,3
791,791,0,00200080,000000bc,0,1,0,3
792,792,0,6001c014,000000bc,0,1,0,3
793,793,0,0b3ffc00,000000bc,0,1,0,3
794,794,0,0003ff40,000000bc,0,1,0,3
795,795,0,c0000018,000000bc,0,1,0,3
796,796,0,1c00c002,000000bc,0,1,0,3
797,797,0,014ffe00,000000bc,0,1,0,3
798,798,0,00080040,000000bc,0,1,0,3
799,799,0,5001cfff,000000bc,0,1,0,3
800,800,0,f20044ff,000000bc,0,1,0,3
801,801,0,ffb006cf,000000bc,0,1,0,3
802,802,0,00060054,000000bc,0,1,0,3
803,803,0,68001005,000000bc,0,1,0,3
804,804,0,07000200,000000bc,0,1,0,3
805,805,0,0024feb0,000000bc,0,1,0,3
806,806,0,d0008ff2,000000bc,0,1,0,3
807,807,0,fb3ff400,000000bc,0,1,0,3
808,808,0,0010034f,000000bc,0,1,0,3
809,809,0,c005005c,000000bc,0,1,0,3
810,810,0,ecffd001,000000bc,0,1,0,3
811,811,0,fe80003f,000000bc,0,1,0,3
812,812,0,3ff800c3,000000bc,0,1,0,3
813,813,0,e0040014,000000bc,0,1,0,3
814,814,0,173fec00,000000bc,0,1,0,3
815,815,0,013003c0,000000bc,0,1,0,3
816,816,0,8c7015e0,000000bc,0,1,0,3
817,817,0,98057270,000000bc,0,1,0,3
818,818,0,9642503c,000000bc,0,1,0,3
819,819,0,33ec3b90,000000bc,0,1,0,3
820,820,0,123a4b4c,000000bc,0,1,0,3
821,821,0,7921fc58,000000bc,0,1,0,3
822,822,0,ea40798c,000000bc,0,1,0,3
823,823,0,02422710,000000bc,0,1,0,3
824,824,0,200563e6,000000bc,0,1,0,3
825,825,0,0fcdef38,000000bc,0,1,0,3
826,826,0,0800df42,000000bc,0,1,0,3
827,827,0,d0c508f7,000000bc,0,1,0,3
828,828,0,d803d0de,000000bc,0,1,0,3
829,829,0,0f937841,000000bc,0,1,0,3
830,830,0,ca4d1ff8,000000bc,0,1,0,3
831,831,0,00b1e1b6,000000bc,0,1,0,3
832,832,0,480c290d,000000bc,0,1,0,3
833,833,0,261c90f0,000000bc,0,1,0,3
834,834,0,21038702,000000bc,0,1,0,3
835,835,0,562d9032,000000bc,0,1,0,3
836,836,0,7831d986,000000bc,0,1,0,3
837,837,0,c2741f3c,000000bc,0,1,0,3
838,838,0,5007311e,000000bc,0,1,0,3
839,839,0,ec43501b,000000bc,0,1,0,3
840,840,0,0c8cc2d3,000000bc,0,1,0,3
841,841,0,0216086e,000000bc,0,1,0,3
842,842,0,422dccc9,000000bc,0,1,0,3
843,843,0,9da3f8c0,000000bc,0,1,0,3
844,844,0,080a20b8,000000bc,0,1,0,3
845,845,0,d88a2205,000000bc,0,1,0,3
846,846,0,79c4473b,000000bc,0,1,0,3
847,847,0,34284600,000000bc,0,1,0,3
848,848,0,9180c0bc,000000bc,0,1,0,3
849,849,0,1412480a,000000bc,0,1,0,3
850,850,0,5482af0f,000000bc,0,1,0,3
851,851,0,8a260a5c,000000bc,0,1,0,3
852,852,0,fcded0f7,000000bc,0,1,0,3
853,853,0,cc00b53b,000000bc,0,1,0,3
854,854,0,0b786832,000000bc,0,1,0,3
855,855,0,72210139,000000bc,0,1,0,3
856,856,0,d02308f1,000000bc,0,1,0,3
857,857,0,08325c46,000000bc,0,1,0,3
858,858,0,440e30e0,000000bc,0,1,0,3
859,859,0,ccd45012,000000bc,0,1,0,3
860,860,0,c18f962d,000000bc,0,1,0,3
861,861,0,1b90b121,000000bc,0,1,0,3
862,862,0,6027c657,000000bc,0,1,0,3
863,863,0,9508d022,000000bc,0,1,0,3
864,864,0,c971bc45,000000bc,0,1,0,3
865,865,0,40fb0b4c,000000bc,0,1,0,3
866,866,0,7c72a1ca,000000bc,0,1,0,3
867,867,0,fdcd402d,000000bc,0,1,0,3
868,868,0,2e082791,000000bc,0,1,0,3
869,869,0,d1c74820,000000bc,0,1,0,3
870,870,0,f4345437,000000bc,0,1,0,3
871,871,0,07f3d98c,000000bc,0,1,0,3
872,872,0,00000000,000000bc,0,1,0,3
873,873,0,098917dc,000000bc,1,1,0,3
874,874,0,000000bc,000000bc,1,1,2,3
875,875,0,000000bc,000000bc,1,1,3,3
876,876,0,000000bc,000000bc,1,1,3,3
877,877,0,000000bc,000000bc,1,1,3,3
878,878,0,0000003c,000000bc,1,1,1,3
879,879,0,03c00000,000000bc,0,1,0,3
880,880,0,4ff23809,000000bc,0,1,0,3
881,881,0,0125e088,000000bc,0,1,0,3
882,882,0,03c04000,000000bc,0,1,0,3
883,883,0,3317f000,000000bc,0,1,0,3
884,884,0,4fff003c,000000bc,0,1,0,3
885,885,0,14007002,000000bc,0,1,0,3
886,886,0,000ff600,000000bc,0,1,0,3
887,887,0,0000ff90,000000bc,0,1,0,3
888,888,0,60028007,000000bc,0,1,0,3
889,889,0,08000c00,000000bc,0,1,0,3
890,890,0,ffe00000,000000bc,0,1,0,3
891,891,0,00050004,000000bc,0,1,0,3
892,892,0,2c00a3fe,000000bc,0,1,0,3
893,893,0,03c00000,000000bc,0,1,0,3
894,894,0,00280070,000000bc,0,1,0,3
895,895,0,a005c001,000000bc,0,1,0,3
896,896,0,0f3ff400,000000bc,0,1,0,3
897,897,0,007002c0,000000bc,0,1,0,3
898,898,0,cff90034,000000bc,0,1,0,3
899,899,0,20ff4001,000000bc,0,1,0,3
900,900,0,00800600,000000bc,0,1,0,3
901,901,0,000800a0,000000bc,0,1,0,3
902,902,0,5002000e,000000bc,0,1,0,3
903,903,0,fc001800,000000bc,0,1,0,3
904,904,0,0043fe4f,000000bc,0,1,0,3
905,905,0,80043fd0,000000bc,0,1,0,3
906,906,0,34008004,000000bc,0,1,0,3
907,907,0,00cff300,000000bc,0,1,0,3
908,908,0,000000a0,000000bc,0,1,0,3
909,909,0,a3ff000a,000000bc,0,1,0,3
910,910,0,fd001000,000000bc,0,1,0,3
911,911,0,0003fc4f,000000bc,0,1,0,3
912,912,0,00040054,000000bc,0,1,0,3
913,913,0,f0007005,000000bc,0,1,0,3
914,914,0,01c0083f,000000bc,0,1,0,3
915,915,0,00140040,000000bc,0,1,0,3
916,916,0,3003001f,000000bc,0,1,0,3
917,917,0,073ff000,000000bc,0,1,0,3
918,918,0,ffd3fe40,000000bc,0,1,0,3
919,919,0,4ffc0020,000000bc,0,1,0,3
920,920,0,14009002,000000bc,0,1,0,3
921,921,0,00cffb00,000000bc,0,1,0,3
922,922,0,00040000,000000bc,0,1,0,3
923,923,0,40014ffa,000000bc,0,1,0,3
924,924,0,ef004cff,000000bc,0,1,0,3
925,925,0,ff8004cf,000000bc,0,1,0,3
926,926,0,80030050,000000bc,0,1,0,3
927,927,0,60000003,000000bc,0,1,0,3
928,928,0,068ffe00,000000bc,0,1,0,3
929,929,0,002cfe70,000000bc,0,1,0,3
930,930,0,93ff4fee,000000bc,0,1,0,3
931,931,0,f63fe800,000000bc,0,1,0,3
932,932,0,ffd0028f,000000bc,0,1,0,3
933,933,0,0fff0054,000000bc,0,1,0,3
934,934,0,f8ffa001,000000bc,0,1,0,3
935,935,0,fdcffa3f,000000bc,0,1,0,3
936,936,0,3ff00063,000000bc,0,1,0,3
937,937,0,8002c00e,000000bc,0,1,0,3
938,938,0,123fe400,000000bc,0,1,0,3
939,939,0,00d00300,000000bc,0,1,0,3
940,940,0,8c7015e0,000000bc,0,1,0,3
941,941,0,98057270,000000bc,0,1,0,3
942,942,0,9642503c,000000bc,0,1,0,3
943,943,0,33ec3b90,000000bc,0,1,0,3
944,944,0,123a4b4c,000000bc,0,1,0,3
945,945,0,7921fc58,000000bc,0,1,0,3
946,946,0,ea40798c,000000bc,0,1,0,3
947,947,0,02422710,000000bc,0,1,0,3
948,948,0,200563e6,000000bc,0,1,0,3
949,949,0,0fcdef38,000000bc,0,1,0,3
950,950,0,0800df42,000000bc,0,1,0,3
951,951,0,d0c508f7,000000bc,0,1,0,3
952,952,0,d803d0de,000000bc,0,1,0,3
953,953,0,0f937841,000000bc,0,1,0,3
954,954,0,ca4d1ff8,000000bc,0,1,0,3
955,955,0,00b1e1b6,000000bc,0,1,0,3
956,956,0,480c290d,000000bc,0,1,0,3
957,957,0,261c90f0,000000bc,0,1,0,3
958,958,0,21038702,000000bc,0,1,0,3
959,959,0,562d9032,000000bc,0,1,0,3
960,960,0,7831d986,000000bc,0,1,0,3
961,961,0,c2741f3c,000000bc,0,1,0,3
962,962,0,5007311e,000000bc,0,1,0,3
963,963,0,ec43501b,000000bc,0,1,0,3
964,964,0,0c8cc2d3,000000bc,0,1,0,3
965,965,0,0216086e,000000bc,0,1,0,3
966,966,0,422dccc9,000000bc,0,1,0,3
967,967,0,9da3f8c0,000000bc,0,1,0,3
968,968,0,080a20b8,000000bc,0,1,0,3
969,969,0,d88a2205,000000bc,0,1,0,3
970,970,0,79c4473b,000000bc,0,1,0,3
971,971,0,34284600,000000bc,0,1,0,3
972,972,0,9180c0bc,000000bc,0,1,0,3
973,973,0,1412480a,000000bc,0,1,0,3
974,974,0,5482af0f,000000bc,0,1,0,3
975,975,0,8a260a5c,000000bc,0,1,0,3
976,976,0,fcded0f7,000000bc,0,1,0,3
977,977,0,cc00b53b,000000bc,0,1,0,3
978,978,0,0b786832,000000bc,0,1,0,3
979,979,0,72210139,000000bc,0,1,0,3
980,980,0,d02308f1,000000bc,0,1,0,3
981,981,0,08325c46,000000bc,0,1,0,3
982,982,0,440e30e0,000000bc,0,1,0,3
983,983,0,ccd45012,000000bc,0,1,0,3
984,984,0,c18f962d,000000bc,0,1,0,3
985,985,0,1b90b121,000000bc,0,1,0,3
986,986,0,6027c657,000000bc,0,1,0,3
987,987,0,9508d022,000000bc,0,1,0,3
988,988,0,c971bc45,000000bc,0,1,0,3
989,989,0,40fb0b4c,000000bc,0,1,0,3
990,990,0,7c72a1ca,000000bc,0,1,0,3
991,991,0,fdcd402d,000000bc,0,1,0,3
992,992,0,2e082791,000000bc,0,1,0,3
993,993,0,d1c74820,000000bc,0,1,0,3
994,994,0,f4345437,000000bc,0,1,0,3
995,995,0,07f3d98c,000000bc,0,1,0,3
996,996,0,00000000,000000bc,0,1,0,3
997,997,0,05be5ddc,000000bc,1,1,0,3
998,998,0,000000bc,000000bc,1,1,2,3
999,999,0,000000bc,000000bc,1,1,3,3
1000,1000,0,000000bc,000000bc,1,1,3,3
1001,1001,0,0000003c,000000bc,1,1,1,3
1002,1002,0,03c00000,000000bc,0,1,0,3
1003,1003,0,4ff23829,000000bc,0,1,0,3
1004,1004,0,0125e088,000000bc,0,1,0,3
1005,1005,0,03c06000,000000bc,0,1,0,3
1006,1006,0,3337f000,000000bc,0,1,0,3
1007,1007,0,40020048,000000bc,0,1,0,3
1008,1008,0,28009003,000000bc,0,1,0,3
1009,1009,0,010ff900,000000bc,0,1,0,3
1010,1010,0,000cffc0,000000bc,0,1,0,3
1011,1011,0,70030003,000000bc,0,1,0,3
1012,1012,0,0b001c00,000000bc,0,1,0,3
1013,1013,0,00100100,000000bc,0,1,0,3
1014,1014,0,c008000c,000000bc,0,1,0,3
1015,1015,0,380073fe,000000bc,0,1,0,3
1016,1016,0,05000400,000000bc,0,1,0,3
1017,1017,0,003400c0,000000bc,0,1,0,3
1018,1018,0,40070007,000000bc,0,1,0,3
1019,1019,0,093ffc01,000000bc,0,1,0,3
1020,1020,0,00b003c0,000000bc,0,1,0,3
1021,1021,0,8ffe0040,000000bc,0,1,0,3
1022,1022,0,30ff8002,000000bc,0,1,0,3
1023,1023,0,01800900,000000bc,0,1,0,3
